review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons
V2-0024,0x2778c550f989a2fef56c39ba5b0a8f885285dd66,08d3f2158cbe3049fda435c12c7392ce9039bf372ff1f411e5f1a5f76f62b371,FAM00016,1,,PARTIAL,R2,low,0x2778c550f989a2fef56c39ba5b0a8f885285dd66: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x2778c550f989a2fef56c39ba5b0a8f885285dd66,13527,25627997,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2778c550f989a2fef56c39ba5b0a8f885285dd66.json,https://etherscan.io/address/0x2778c550f989a2fef56c39ba5b0a8f885285dd66,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0025,0xce6232e4507a85b6fdc3527eaa48305bd4efae0b,090e14d06bb89a17a0c263b98265f88d8d952db32fc751deb9890b059ed8af23,FAM00369,1,,PARTIAL,R2,low,0xce6232e4507a85b6fdc3527eaa48305bd4efae0b: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2621B meta=0B; reachable={'CALL': 8}; unguarded=none; guards=20; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=metadata trailer not separable (metadata_contains_executable_jumpdest); opcode counts may include non-executable bytes,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: metadata trailer not separable (metadata_contains_executable_jumpdest); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xce6232e4507a85b6fdc3527eaa48305bd4efae0b,2621,25641593,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xce6232e4507a85b6fdc3527eaa48305bd4efae0b.json,https://etherscan.io/address/0xce6232e4507a85b6fdc3527eaa48305bd4efae0b,low_confidence; label_changed_v1_B_to_v2_R2; no_recognizable_solidity_metadata
V2-0026,0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b,091a1addecbbfdff936b30ccf976475d9c969a0b18e9573d0e1aafcf15453c7b,FAM00016,1,,PARTIAL,R2,low,0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b,13527,25615509,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b.json,https://etherscan.io/address/0x461e2591b84d1a942b70a835a5a9b8dc6eff0a5b,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0027,0xc4e7dcd01279aea7caebb288e92dfa5af9773985,091e541aa3910e4565716c23220db9d601ebf4933792022f42f8d656945eb2b8,FAM00094,1,,COMPLETE,R2,medium,0xc4e7dcd01279aea7caebb288e92dfa5af9773985: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=2087B meta=53B; reachable={'CALL': 4}; unguarded={'CALL': 1}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0xc4e7dcd01279aea7caebb288e92dfa5af9773985,2140,25616870,16,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xc4e7dcd01279aea7caebb288e92dfa5af9773985.json,https://etherscan.io/address/0xc4e7dcd01279aea7caebb288e92dfa5af9773985,
V2-0028,0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,0969925ed579db49d3a579fcc508c7ec5e4df7fd86f8d431f7028730b7f5a7c0,FAM00095,1,SOURCIFY_VERIFIED_UNNAMED,COMPLETE,R2,medium,0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=2680B meta=53B; reachable={'SSTORE': 1, 'CALL': 1}; unguarded=none; guards=2; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve.",0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,2733,25595654,10,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988.json,https://etherscan.io/address/0x25054a2b9d4544ed292dc1a74e8bf1f6f449d988,verified_source; label_changed_v1_B_to_v2_R2
V2-0029,0x223fabc28a2c7491395d4409cc127ff12a852c86,0a3588001a726c408af60b63a11cac989717ed053e2be66ac3e0f5dc5915c192,FAM00086,1,,COMPLETE,R2,medium,0x223fabc28a2c7491395d4409cc127ff12a852c86: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=2793B meta=53B; reachable={'CALL': 4, 'SELFDESTRUCT': 1}; unguarded={'CALL': 2}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x223fabc28a2c7491395d4409cc127ff12a852c86,2846,25669103,6,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x223fabc28a2c7491395d4409cc127ff12a852c86.json,https://etherscan.io/address/0x223fabc28a2c7491395d4409cc127ff12a852c86,label_changed_v1_R1_to_v2_R2
V2-0030,0xfd794925a38c7e74e433225968503b5072220fb9,0a733a49f115ab62bd4abc2393f6f29077749a6cf1a9731fbf9eeb98278228cb,FAM00078,1,,COMPLETE,R2,medium,0xfd794925a38c7e74e433225968503b5072220fb9: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=7691B meta=53B; reachable={'CALL': 5, 'SSTORE': 1}; unguarded=none; guards=7; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xfd794925a38c7e74e433225968503b5072220fb9,7744,25639662,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xfd794925a38c7e74e433225968503b5072220fb9.json,https://etherscan.io/address/0xfd794925a38c7e74e433225968503b5072220fb9,
V2-0031,0x8535687b766a712d89abf86a298032e4f19078dd,0ad608ad86d8930780eccec2fe95d790e869c5785e261ea9f712406f5a0efdcc,FAM00269,1,,COMPLETE,R2,medium,0x8535687b766a712d89abf86a298032e4f19078dd: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=7223B meta=53B; reachable={'CALL': 4, 'SELFDESTRUCT': 1}; unguarded={'CALL': 2}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x8535687b766a712d89abf86a298032e4f19078dd,7276,25623514,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x8535687b766a712d89abf86a298032e4f19078dd.json,https://etherscan.io/address/0x8535687b766a712d89abf86a298032e4f19078dd,label_changed_v1_R1_to_v2_R2
V2-0032,0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,0ae78bc4a6162da843561b4d52cd2c88384caf3ed354079c016e7f05e2a1a12a,FAM00285,1,,COMPLETE,R2,medium,0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=596B meta=53B; reachable={'CALL': 1}; unguarded={'CALL': 1}; guards=0; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,649,25597766,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1.json,https://etherscan.io/address/0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,label_changed_v1_B_to_v2_R2
V2-0033,0x5e0e4a047c550234b0c9390bae01ad8d635c8127,0b7829559b3e75e6f7af11f00ff3dcf20499db8eb466992c62677b4abcdecd2f,FAM00074,1,,COMPLETE,R2,medium,0x5e0e4a047c550234b0c9390bae01ad8d635c8127: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,exec=2087B meta=53B; reachable={'CALL': 4}; unguarded={'CALL': 1}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | No verified source on Sourcify to corroborate the bytecode evidence.",0x5e0e4a047c550234b0c9390bae01ad8d635c8127,2140,25598816,1479,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x5e0e4a047c550234b0c9390bae01ad8d635c8127.json,https://etherscan.io/address/0x5e0e4a047c550234b0c9390bae01ad8d635c8127,
V2-0034,0x0000000020fe2f30453074ad916edeb653ec7e9d,0b7ffcdc71f85149b91065fc79f727c802535279d05082ecdc6dbcd7a750ddfc,FAM00003,1,Biconomy_Nexus_v1.3.1,PARTIAL,R2,low,"0x0000000020fe2f30453074ad916edeb653ec7e9d: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation, unresolved_proxy_target). Documented as Biconomy_Nexus_v1.3.1.","exec=24541B meta=0B; reachable={'CALL': 25, 'DELEGATECALL': 6, 'SSTORE': 16}; unguarded={'CALL': 6, 'SSTORE': 7}; guards=99; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation; unresolved_proxy_target,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | A reachable DELEGATECALL has a non-constant target: the code actually executed in the EOA's context depends on runtime state and may be upgradeable. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; a reachable DELEGATECALL has an unresolved (non-constant) target | No verified source on Sourcify to corroborate the bytecode evidence.",0x0000000020fe2f30453074ad916edeb653ec7e9d,24541,25644459,10,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x0000000020fe2f30453074ad916edeb653ec7e9d.json,https://etherscan.io/address/0x0000000020fe2f30453074ad916edeb653ec7e9d,low_confidence; documented_project; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0035,0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf,0ba9c087bd1fd8f04bc412946c10440fcf9148a4b3a3983e9c72b3dc752d59ab,FAM00016,1,,PARTIAL,R2,low,0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf,13527,25628013,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf.json,https://etherscan.io/address/0x2f53bcb1f4b5d88dd39ec764a76bc52597c9cabf,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0036,0xd5df0570040b1873852313c2a773bbebc526c7a1,0bf33c63fa7f9bc86d8601c7eec6409a3320d5384f44e1d687dc149f03d2ff3e,FAM00382,1,,PARTIAL,R2,low,"0xd5df0570040b1873852313c2a773bbebc526c7a1: reachable sensitive capability whose exploitability is conditional (unguarded_capability_under_incomplete_coverage, unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=24359B meta=0B; reachable={'CALL': 12, 'SSTORE': 23}; unguarded={'SSTORE': 10, 'CALL': 10}; guards=48; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; metadata trailer not separable (executable_fallthrough_into_metadata_possible); opcode counts may include non-executable bytes",,,,,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Control-flow coverage is PARTIAL, so an unexplored region may contain the guard that dominates these sites. Not escalated to R1 for that reason. | Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; metadata trailer not separable (executable_fallthrough_into_metadata_possible); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xd5df0570040b1873852313c2a773bbebc526c7a1,24359,25617606,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xd5df0570040b1873852313c2a773bbebc526c7a1.json,https://etherscan.io/address/0xd5df0570040b1873852313c2a773bbebc526c7a1,low_confidence; no_recognizable_solidity_metadata
V2-0037,0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,0c5fb976949b70f0428aee7943f6a63bdd49789a79582fd96ddf59f8d2af7ca7,FAM00121,1,,PARTIAL,R2,low,0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13576B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,13576,25665536,46,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6.json,https://etherscan.io/address/0x33fc3829e619cf9b9c672ddbb83a63f55dff80e6,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
